uur,katwijk,gouda,halfweg
0,-60.00,-,-30.70
1,-60.00,-,-30.70
2,-60.00,-,-30.72
3,-60.00,-,-30.70
4,-60.00,-,-30.67
5,-60.00,-,-30.68
6,-60.00,-,-30.68
7,-60.00,-,-30.70
8,-60.17,-,-30.67
9,-60.17,-,-30.70
10,-60.00,-,-30.70
11,-60.00,-,-30.70
12,-60.00,-,-30.72
13,-60.00,-,-30.72
14,-60.00,-,-30.70
15,-59.33,-,-30.72
16,-60.00,-,-30.72
17,-55.00,-,-30.72
18,-44.83,-,-30.77
19,-30.67,-,-30.73
20,-30.00,-,-30.75
21,-30.33,-,-30.77
22,-30.17,-,-30.75
23,-30.17,-,-30.72
